,businessname,fulladdress,latitude,longitude,inspectionidnumber,dateofinspection,inspectiontype,inspectionscore
533,SUPERMERCADO LA MEXICANA,1522 LAKE ST E,44.94865,-93.25206,"[[180758, 180757, 180759, 234956, 285804, 285803]]","[['2017/03/01', '2017/12/07', '2018/12/05', '2018/12/05', '2019/01/14', '2019/12/11']]","[['Follow-Up', 'Routine', 'Routine', 'Routine', 'Follow-Up', 'Routine']]","[[100, 100, 98, 94, 96, 100]]"
534,SUPERMERCADO LATINO,2312 CENTRAL AVE NE,45.01133,-93.24788,"[[57905, 180880]]","[['2017/01/03', '2019/01/02']]","[['Routine', 'Routine']]","[[100, 100]]"
535,SURLY BREWING,520 MALCOLM AVE SE,44.97287,-93.20943,"[[57960, 212632, 253741]]","[['2017/08/04', '2018/06/30', '2019/07/31']]","[['Routine', 'Routine', 'Routine']]","[[100, 100, 100]]"
536,SUSHI TAKATSU,733 MARQUETTE AVE #225,44.97555,-93.271,"[[57997, 225648, 225647, 273507, 330527]]","[['2017/09/13', '2017/11/16', '2018/09/28', '2019/09/27', '2019/10/23']]","[['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[86, 100, 98, 90, 96]]"
537,SUSHI TANGO,3001 HENNEPIN AVE,44.94743,-93.29732,"[[58034, 181424, 194736, 181423, 241527, 247497, 251961, 241526, 293740, 293739]]","[['2017/01/12', '2017/04/06', '2017/05/26', '2018/01/19', '2018/03/30', '2018/05/25', '2018/07/13', '2019/01/18', '2019/03/08', '2020/01/24']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[88, 96, 100, 64, 90, 92, 96, 88, 100, 94]]"
538,SUSHI TRAIN,1200 NICOLLET MALL,44.97215,-93.27748,"[[253660, 264746, 270842, 264745, 324765]]","[['2018/08/08', '2018/09/06', '2018/10/31', '2019/08/13', '2019/09/05']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[74, 78, 96, 88, 96]]"
539,SZECHUAN SPICE,3016 LYNDALE AVE S,44.94766,-93.28862,"[[58114, 58115, 221369, 226632, 232050, 221368, 304953]]","[['2017/01/12', '2017/08/22', '2017/09/18', '2017/10/30', '2018/01/18', '2019/03/15', '2019/05/22']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[100, 82, 84, 88, 84, 82, 100]]"
540,TABERNA,3126 LAKE ST W,44.94939,-93.31944,[[323775]],[['2019/10/11']],[['Routine']],[[98]]
541,TACO CAT,920 LAKE ST E,44.94931,-93.26076,"[[203718, 250942]]","[['2018/05/18', '2019/05/21']]","[['Routine', 'Routine']]","[[96, 100]]"
542,TACO TAXI,1511 LAKE ST E,44.9481,-93.25326,"[[64232, 190896, 64211, 64207, 203397, 190895, 242951, 203396, 205571, 254228, 254685, 254229, 242950, 297304, 254684, 307347, 297303]]","[['2017/02/13', '2017/03/20', '2017/06/27', '2017/07/23', '2017/08/02', '2018/02/14', '2018/03/30', '2018/07/06', '2018/07/13', '2018/07/13', '2018/08/13', '2018/08/13', '2019/01/29', '2019/03/07', '2019/07/23', '2019/07/23', '2020/01/24']]","[['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Routine', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Routine', 'Routine']]","[[90, 98, 92, 96, 100, 100, 100, 86, 90, 100, 100, 100, 94, 100, 100, 100, 100]]"
543,TACOCAT,920 LAKE ST E #118,44.94931,-93.26076,"[[64244, 194178, 245951]]","[['2017/03/24', '2018/03/14', '2019/03/13']]","[['Routine', 'Routine', 'Routine']]","[[100, 100, 100]]"
544,TACOS EL KEVIN MARKET,3751 PORTLAND AVE,44.93437,-93.26712,"[[321337, 321338, 336059]]","[['2019/10/24', '2019/10/24', '2019/12/11']]","[['Routine', 'Routine', 'Follow-Up']]","[[94, 82, 94]]"
545,TACOS EL MICHOACANO,311 LAKE ST E,44.94819,-93.28341,"[[64253, 203190, 254681, 254680]]","[['2017/07/01', '2018/07/13', '2018/10/06', '2019/08/16']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[96, 94, 100, 96]]"
546,TACOS EL PRIMO,4741 NICOLLET AVE,44.9163,-93.27759,"[[50210, 225634, 253801, 253800]]","[['2017/09/14', '2018/06/30', '2018/07/18', '2019/07/16']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[96, 92, 100, 100]]"
547,TACOS EL PRIMO,4751 NICOLLET AVE,44.9163,-93.27759,"[[202607, 254878]]","[['2018/07/17', '2019/08/09']]","[['Routine', 'Routine']]","[[100, 100]]"
548,TAILGATE SPORTS CAFE/PATTY WAGON,6042 NICOLLET AVE,44.89265,-93.27851,"[[31662, 31663, 217878, 270497, 269638]]","[['2017/01/12', '2017/08/16', '2018/08/31', '2018/10/16', '2019/08/28']]","[['Follow-Up', 'Routine', 'Routine', 'Follow-Up', 'Routine']]","[[100, 86, 92, 100, 94]]"
549,TANGLETOWNS WISE ACRE EATERY,5401 NICOLLET AVE,44.90495,-93.27777,"[[64346, 201195, 201194, 252944, 260296, 252943]]","[['2017/06/08', '2017/08/02', '2018/06/14', '2018/07/31', '2018/08/30', '2019/06/14']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[86, 94, 84, 88, 98, 98]]"
550,TAO NATURAL FOODS,2200 DUPONT AVE S,44.96074,-93.29353,"[[64384, 64403, 202001, 202000, 252921, 200796, 252920, 312650]]","[['2017/05/24', '2017/06/08', '2017/08/07', '2018/06/14', '2018/09/24', '2019/05/23', '2019/06/14', '2019/07/24']]","[['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[100, 92, 92, 88, 92, 88, 94, 92]]"
551,TAP SOCIETY,4555 GRAND AVE S,44.91976,-93.28408,[[280881]],[['2019/02/11']],[['Routine']],[[94]]
552,TAQUERIA & BIRRIERIA LAS CUATRO MILPAS,1526 LAKE ST E,44.94861,-93.25226,"[[265483, 277889]]","[['2018/10/30', '2019/07/27']]","[['Routine', 'Routine']]","[[98, 94]]"
553,TAQUERIA AND BIRRIERIA LAS CUATRO MILPAS,1526 LAKE ST E,44.94861,-93.25226,"[[252517, 268533, 327794]]","[['2018/08/23', '2019/08/26', '2019/10/08']]","[['Routine', 'Routine', 'Follow-Up']]","[[100, 78, 100]]"
554,TAQUERIA EL CHILO #3,311 LAKE ST E,44.94819,-93.28341,"[[64425, 200670, 200669, 252132, 252131, 313493]]","[['2017/06/01', '2017/06/29', '2018/06/05', '2018/07/05', '2019/06/10', '2019/07/31']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[88, 100, 88, 98, 88, 92]]"
555,TAQUERIA EL VICTOR,405 LAKE ST E,44.94813,-93.26992,"[[246992, 251001]]","[['2018/05/13', '2019/05/07']]","[['Routine', 'Routine']]","[[96, 96]]"
556,TAQUERIA LA HACIENDA,334 LAKE ST E #101,44.94874,-93.27094,"[[64457, 200805, 253051]]","[['2017/06/06', '2018/06/20', '2019/08/22']]","[['Routine', 'Routine', 'Routine']]","[[100, 100, 98]]"
557,TAQUERIA LA HACIENDA 2,334 LAKE ST E #101,44.94874,-93.27094,"[[64482, 220984, 260724]]","[['2017/08/24', '2018/08/01', '2019/07/29']]","[['Routine', 'Routine', 'Routine']]","[[100, 96, 96]]"
558,TAQUERIA LOS OCAMPO,920 LAKE ST E #152,44.94931,-93.26076,"[[64527, 201886, 201885, 252796, 252795]]","[['2017/06/20', '2017/07/19', '2018/06/15', '2018/07/10', '2019/06/18']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[96, 96, 98, 98, 100]]"
559,TAQUERIA LOS OCAMPO,1501 LAKE ST E,44.9481,-93.25358,[[309613]],[['2019/07/01']],[['Routine']],[[92]]
560,TAQUERIA VICTOR HUGO,5801 NICOLLET AVE,44.89761,-93.27779,"[[64584, 194377, 64585, 249158, 252352, 311559]]","[['2017/03/31', '2017/05/15', '2017/05/30', '2018/05/19', '2019/05/23', '2019/06/27']]","[['Follow-Up', 'Follow-Up', 'Routine', 'Routine', 'Routine', 'Follow-Up']]","[[78, 94, 94, 100, 90, 96]]"
561,TAQUERIA VICTOR HUGO,405 LAKE ST E,44.94813,-93.26992,"[[231737, 231853, 231852, 275434, 275433, 333127]]","[['2017/10/30', '2017/11/20', '2018/10/12', '2018/12/04', '2019/10/11', '2019/11/15']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[88, 100, 88, 100, 88, 96]]"
562,TARGET PLAZA (DOWNTOWN),900 NICOLLET MALL,44.97479,-93.27499,"[[230789, 234221]]","[['2017/11/29', '2019/10/29']]","[['Routine', 'Routine']]","[[100, 100]]"
563,TASTY POT,423 14TH AVE SE,44.98119,-93.2356,"[[205629, 236810, 243183, 236809, 286478, 286477]]","[['2017/12/13', '2018/02/19', '2018/04/05', '2018/12/18', '2019/01/24', '2019/12/18']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[84, 94, 96, 86, 98, 94]]"
564,TEA HOUSE CHINESE RESTAURANT,2425 UNIVERSITY AVE SE,44.97386,-93.22157,"[[23418, 23419, 229708, 235109, 229707, 278717, 278716, 337479]]","[['2017/03/01', '2017/10/16', '2017/12/12', '2018/02/06', '2018/11/06', '2019/01/04', '2019/11/19', '2020/01/15']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[100, 74, 94, 94, 86, 100, 72, 96]]"
565,TED COOK'S 19TH HOLE BBQ,2814 38TH ST E,44.93427,-93.23138,"[[124203, 124202, 236496, 243011, 236495, 291093, 291092, 341657]]","[['2017/05/03', '2017/12/21', '2018/02/14', '2018/04/06', '2019/01/16', '2019/02/22', '2020/01/16', '2020/02/04']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[96, 86, 92, 100, 84, 100, 86, 86]]"
566,TENANT RESTAURANT,4300 BRYANT AVE S,44.92486,-93.29109,"[[205635, 228353, 228352, 275117, 275116]]","[['2017/10/06', '2017/11/22', '2018/10/03', '2018/11/28', '2019/10/10']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[100, 100, 94, 100, 100]]"
567,TEPPANYAKI GRILL & SUPREME BUFFET,2216 LAKE ST E,44.94937,-93.24092,"[[23569, 201200, 214000, 201199, 254221, 262136, 254220, 319966, 330678]]","[['2017/06/07', '2017/08/07', '2017/09/25', '2018/07/05', '2018/08/07', '2018/08/09', '2019/07/31', '2019/09/30', '2019/11/27']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up']]","[[84, 90, 100, 72, 92, 100, 74, 90, 98]]"
568,THAI CUISINE XPRESS,1517 COMO AVE SE,44.98803,-93.22987,"[[316390, 330544]]","[['2019/09/20', '2019/11/19']]","[['Routine', 'Follow-Up']]","[[84, 100]]"
569,THE 1029 BAR,1029 MARSHALL ST NE,44.99809,-93.26813,"[[23626, 190050, 192182, 189835, 243669, 304038]]","[['2017/02/03', '2017/03/08', '2017/03/28', '2018/02/23', '2019/03/05', '2019/04/15']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[82, 90, 100, 98, 96, 98]]"
570,THE 508,508 1ST AVE N,44.9804,-93.27433,"[[23647, 198227, 198226, 249294, 249293]]","[['2017/05/09', '2017/06/14', '2018/05/02', '2018/06/05', '2019/04/30']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[82, 100, 74, 100, 96]]"
571,THE ANCHOR FISH & CHIPS,302 13TH AVE NE,45.00058,-93.26436,"[[23666, 214795, 263534, 263533]]","[['2017/08/02', '2018/08/08', '2018/10/02', '2019/08/08']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[86, 90, 100, 94]]"
572,THE BAD WAITRESS,700 CENTRAL AVE NE,44.99087,-93.25113,"[[246930, 252539, 255628, 252538, 313145]]","[['2018/06/01', '2018/07/18', '2018/08/28', '2019/05/31', '2019/07/10']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[82, 88, 96, 76, 96]]"
573,THE BEST TACOS DEL SOL,1515 LAKE ST E,44.94793,-93.25289,"[[62819, 200956, 252453]]","[['2017/05/30', '2018/05/23', '2019/05/23']]","[['Routine', 'Routine', 'Routine']]","[[98, 100, 92]]"
574,THE BLUE DOOR - LONGFELLOW,3448 42ND AVE S,44.9398,-93.21313,"[[23733, 253608, 253607, 316494]]","[['2018/06/27', '2018/08/23', '2019/07/22', '2019/09/19']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[88, 100, 90, 94]]"
575,THE BLUE DOOR PUB,3006 LYNDALE AVE S,44.948,-93.28847,"[[237240, 247179, 247178, 308761]]","[['2018/03/27', '2018/05/22', '2019/04/16', '2019/06/14']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[76, 92, 82, 100]]"
576,THE BUNGALOW CLUB,4300 LAKE ST E,44.94862,-93.2112,"[[243729, 251916, 260777, 251915]]","[['2018/05/31', '2018/08/02', '2018/10/02', '2019/06/26']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[72, 96, 96, 94]]"
577,THE BURGER PLACE,220 6TH ST S #215,44.9769,-93.26762,"[[291950, 304830]]","[['2019/03/20', '2019/05/02']]","[['Routine', 'Follow-Up']]","[[94, 96]]"
578,THE CAFE MEOW,2323 HENNEPIN AVE,44.95949,-93.29342,"[[253448, 270286]]","[['2018/08/24', '2018/09/18']]","[['Routine', 'Follow-Up']]","[[94, 100]]"
579,THE CAJUN HOUSE,2600 UNIVERSITY AVE SE,44.97223,-93.22005,"[[198097, 200897, 205160, 223651, 200896, 251301, 254508, 251300, 311322, 316386]]","[['2017/05/22', '2017/07/06', '2017/08/16', '2017/10/13', '2018/05/22', '2018/07/13', '2018/09/13', '2019/05/21', '2019/07/19', '2019/09/05']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up']]","[[48, 78, 100, 100, 74, 82, 98, 86, 84, 92]]"
580,THE CITY MARKET,121 8TH ST S #270,44.97441,-93.27109,"[[232467, 234991]]","[['2017/12/06', '2019/12/11']]","[['Routine', 'Routine']]","[[100, 100]]"
581,THE COVE,1320 5TH ST SE,44.98149,-93.23593,"[[225140, 227207, 227206, 275176, 275175, 330143]]","[['2017/09/19', '2017/10/27', '2018/09/19', '2018/11/08', '2019/09/17', '2019/11/05']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[86, 96, 88, 96, 88, 92]]"
582,THE FARM OF MINNESOTA,200 6TH ST S,44.9769,-93.26762,"[[205447, 220972, 271790]]","[['2017/08/24', '2018/08/30', '2019/09/12']]","[['Routine', 'Routine', 'Routine']]","[[100, 100, 100]]"
583,THE FIX STUDIO,3725 MINNEHAHA AVE,44.93511,-93.22411,"[[249296, 255522]]","[['2018/07/17', '2020/01/09']]","[['Routine', 'Routine']]","[[94, 96]]"
584,THE FREMONT,1300 LAGOON AVE,44.94947,-93.29611,"[[190589, 181269, 242058, 291223]]","[['2017/04/20', '2018/01/18', '2019/01/14', '2020/01/08']]","[['Follow-Up', 'Routine', 'Routine', 'Routine']]","[[100, 100, 100, 94]]"
585,THE FRESH MART,120 6TH ST S #219,44.97736,-93.26875,[[23926]],[['2018/08/10']],[['Routine']],[[100]]
586,THE GRAND HOTEL MINNEAPOLIS,615 2ND AVE S,44.97595,-93.26882,"[[303332, 338510]]","[['2019/12/09', '2020/01/07']]","[['Routine', 'Follow-Up']]","[[72, 94]]"
587,THE HERBIVOROUS BUTCHER,507 1ST AVE NE,44.99048,-93.25374,"[[23999, 24000, 211499, 248832, 211498, 252956, 261280]]","[['2017/01/25', '2017/07/25', '2018/05/22', '2018/06/14', '2018/07/26', '2019/06/14', '2019/07/25']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Routine', 'Routine', 'Routine']]","[[100, 98, 98, 100, 98, 94, 92]]"
588,THE HIDEAWAY BURGER BAR,219 MAIN ST SE,44.98464,-93.25398,"[[43125, 190586, 188903, 237390, 287789, 287788]]","[['2017/01/11', '2017/03/15', '2018/01/05', '2019/01/11', '2019/02/08', '2020/01/08']]","[['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up', 'Routine']]","[[84, 96, 96, 94, 98, 92]]"
589,THE HOWE DAILY KITCHEN & BAR,3675 MINNEHAHA AVE,44.93603,-93.22473,"[[41846, 203286, 203285, 255496, 255495, 320684, 330502]]","[['2017/06/27', '2017/08/24', '2018/07/18', '2018/08/23', '2019/07/30', '2019/09/26', '2019/11/26']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up']]","[[96, 100, 76, 94, 74, 86, 94]]"
590,THE KOLLEGE KLUB DINKYTOWN,1301 4TH ST SE,44.98119,-93.23673,"[[325915, 337214]]","[['2019/11/12', '2019/12/12']]","[['Routine', 'Follow-Up']]","[[82, 90]]"
591,THE LOCAL- AN EPICUREAN CAFE AND PUB,931 NICOLLET MALL,44.97395,-93.27406,"[[29951, 203960, 254308, 254307, 314945]]","[['2017/07/06', '2018/07/09', '2018/08/15', '2019/06/27', '2019/07/22']]","[['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[96, 82, 96, 88, 94]]"
592,THE LOOP,606 WASHINGTON AVE N,44.98744,-93.27588,"[[29971, 193345, 193344, 247397, 247396]]","[['2017/03/21', '2017/04/24', '2018/04/04', '2018/05/04', '2019/04/26']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[88, 92, 76, 92, 94]]"
593,THE LORING,327 14TH AVE SE,44.9804,-93.2362,"[[237304, 254022, 254021, 314140]]","[['2018/06/14', '2018/08/07', '2019/06/14', '2019/08/01']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[96, 96, 90, 94]]"
594,THE LOWRY,2112 HENNEPIN AVE,44.96157,-93.29274,"[[30012, 203307, 203306, 254310, 266521]]","[['2017/06/26', '2017/09/12', '2018/06/14', '2018/09/12', '2019/08/22']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[96, 100, 96, 96, 92]]"
595,THE LOWRY CAFE,2207 LOWRY AVE N,45.01304,-93.30874,"[[233444, 245345, 245344, 302500]]","[['2018/03/02', '2018/05/01', '2019/03/01', '2019/04/30']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[88, 96, 76, 94]]"
596,THE LYNHALL,2640 LYNDALE AVE S,44.95404,-93.28848,"[[189173, 217950, 217949, 267016, 266506]]","[['2017/08/03', '2017/11/03', '2018/08/02', '2018/10/04', '2019/08/02']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[82, 100, 90, 94, 92]]"
597,THE MELTING POT RESTAURANT,80 9TH ST S,44.97482,-93.27267,"[[30057, 225032, 228849, 225031]]","[['2017/09/07', '2017/10/10', '2017/11/07', '2019/03/12']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[88, 96, 100, 94]]"
598,THE MILL NORTHEAST,1851 CENTRAL AVE NE,45.00761,-93.24701,"[[180874, 234322, 234321, 285981, 285980, 339778]]","[['2017/11/21', '2018/01/08', '2018/12/07', '2019/02/04', '2019/12/09', '2020/01/10']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[80, 96, 96, 100, 88, 94]]"
599,THE NICOLLET DINER & MUFFIN TOP CAFE,1428 NICOLLET AVE,44.96789,-93.27817,"[[30121, 211505, 220003, 211504, 262449, 262448]]","[['2017/07/25', '2017/08/21', '2017/09/12', '2018/08/02', '2018/09/06', '2019/07/24']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[86, 96, 96, 90, 100, 94]]"
600,THE OFFICE PUB & GRILL,307 WASHINGTON AVE N,44.98453,-93.27319,"[[30167, 205240, 254948, 265449, 254947, 316372]]","[['2017/07/19', '2018/07/16', '2018/08/17', '2018/09/18', '2019/07/18', '2019/08/16']]","[['Routine', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']]","[[96, 86, 92, 100, 82, 98]]"
601,THE POURHOUSE,2923 GIRARD AVE S,44.94885,-93.29663,"[[276924, 279905, 279460]]","[['2018/11/13', '2018/12/27', '2019/11/13']]","[['Routine', 'Follow-Up', 'Routine']]","[[98, 100, 96]]"
602,THE PRODIGAL PUB,25 26TH ST E,44.95533,-93.27682,[[308389]],[['2019/06/19']],[['Routine']],[[94]]
603,THE SALAD BAR,40 7TH ST S,44.978,-93.273,[[311410]],[['2019/07/19']],[['Routine']],[[94]]
604,THE SAMPLE ROOM,2124 MARSHALL ST NE,45.00955,-93.27237,"[[30235, 191255, 194507, 198502, 204353, 190922, 242276]]","[['2017/01/31', '2017/03/30', '2017/05/17', '2017/06/16', '2017/07/13', '2018/02/06', '2019/02/05']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Routine']]","[[84, 96, 96, 100, 100, 96, 96]]"
605,THE SEVILLE CLUB,15 GLENWOOD AVE,44.97867,-93.27695,"[[30255, 204202, 204201, 253469]]","[['2017/07/11', '2017/11/02', '2018/06/26', '2019/06/27']]","[['Routine', 'Follow-Up', 'Routine', 'Routine']]","[[92, 100, 100, 94]]"
606,THE SHERIDAN ROOM,337 13TH AVE NE,45.00121,-93.2627,"[[180145, 180144, 235115, 235114, 286002, 339779]]","[['2017/01/18', '2017/12/06', '2018/01/10', '2018/12/05', '2019/12/06', '2020/01/09']]","[['Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[96, 78, 100, 98, 90, 94]]"
607,THE SIMPLE SANDWICH,215 4TH ST S,44.97817,-93.26685,"[[188928, 196545, 246996, 246995]]","[['2017/04/20', '2018/03/28', '2018/05/24', '2019/03/25']]","[['Routine', 'Routine', 'Follow-Up', 'Routine']]","[[96, 78, 100, 98]]"
608,THE SONDER SHAKER,130 HENNEPIN AVE E,44.98711,-93.25803,"[[237175, 246047, 309140]]","[['2018/03/14', '2019/04/18', '2019/06/04']]","[['Routine', 'Routine', 'Follow-Up']]","[[98, 84, 94]]"
609,THE SOUTHERN THEATER,1420 WASHINGTON AVE S,44.97354,-93.24795,"[[35948, 189803]]","[['2017/02/02', '2019/01/17']]","[['Routine', 'Routine']]","[[100, 100]]"
610,THE STRAY DOG,401 HENNEPIN AVE E,44.9888,-93.25494,"[[230926, 243655, 243654, 304033]]","[['2018/02/21', '2018/04/04', '2019/03/05', '2019/04/23']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[86, 100, 92, 100]]"
611,THE WANDERING MUG,811 LASALLE AVE,44.97592,-93.27444,[[305032]],[['2019/05/21']],[['Routine']],[[92]]
612,THE WIENERY,414 CEDAR AVE S,44.96962,-93.2475,"[[30389, 202624, 203582, 202623, 251847, 251846, 310340]]","[['2017/05/15', '2017/07/08', '2017/08/29', '2018/04/30', '2018/06/26', '2019/05/06', '2019/07/16']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[84, 94, 100, 92, 100, 72, 98]]"
613,THEATRE IN THE ROUND,245 CEDAR AVE S,44.97246,-93.24685,"[[208983, 231647]]","[['2017/10/24', '2019/10/24']]","[['Routine', 'Routine']]","[[100, 100]]"
614,THR3 JACK,724 3RD ST N,44.98758,-93.27851,[[330391]],[['2019/12/05']],[['Routine']],[[92]]
615,TIBET KITCHEN BAR & RESTAURANT,1833 NICOLLET AVE,44.96425,-93.27752,"[[304445, 308957]]","[['2019/03/12', '2019/04/19']]","[['Routine', 'Follow-Up']]","[[84, 100]]"
616,TILIA,2726 43RD ST W,44.92467,-93.31405,"[[30646, 201214, 217879, 228640, 233876, 201213, 253726, 281252, 253725]]","[['2017/06/01', '2017/08/11', '2017/10/06', '2017/11/22', '2017/12/08', '2018/06/25', '2018/12/07', '2019/02/06', '2019/06/25']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']]","[[80, 86, 86, 86, 94, 60, 90, 94, 92]]"
617,TINTO KITCHEN,4959 PENN AVE S,44.91255,-93.30833,"[[228097, 234855, 242304, 234854, 281366, 281365]]","[['2017/12/05', '2018/02/06', '2018/03/08', '2018/12/11', '2019/02/08', '2020/01/13']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']]","[[72, 86, 98, 86, 96, 94]]"
618,TINY DINER,1024 38TH ST E,44.93439,-93.25907,"[[30696, 203537, 223030, 203536, 264677, 264676, 319990, 330743]]","[['2017/07/06', '2017/08/23', '2017/10/11', '2018/07/31', '2018/10/11', '2019/07/31', '2019/09/24', '2019/11/26']]","[['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up']]","[[62, 84, 100, 78, 98, 88, 88, 98]]"
619,TINY DINER FARMERS MARKET,1024 38TH ST E,44.93439,-93.25907,"[[205438, 222013, 274937]]","[['2017/08/24', '2018/09/27', '2019/07/31']]","[['Routine', 'Routine', 'Routine']]","[[100, 100, 100]]"
620,TONY JAROS' RIVER GARDENS,2500 MARSHALL ST NE,45.01329,-93.27247,"[[36773, 189795, 236376, 286128, 340183]]","[['2017/02/02', '2017/12/15', '2018/12/24', '2019/12/24', '2020/01/07']]","[['Routine', 'Routine', 'Routine', 'Routine', 'Follow-Up']]","[[96, 96, 96, 88, 100]]"
621,TOOTIES ON LOWRY,2706 LOWRY AVE N,45.01345,-93.31498,"[[36824, 238080, 238079, 287863, 287862, 339461]]","[['2018/01/12', '2018/02/14', '2018/12/20', '2019/02/14', '2019/12/16', '2020/01/16']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[94, 100, 76, 94, 90, 96]]"
622,TORI RAMEN,2201 44TH AVE N,45.03523,-93.30894,"[[248040, 254889, 254888, 315362]]","[['2018/07/13', '2018/09/19', '2019/07/11', '2019/08/28']]","[['Routine', 'Follow-Up', 'Routine', 'Follow-Up']]","[[76, 94, 68, 94]]"
623,TOSCA /TURTLE BREAD,3421 44TH ST W,44.92309,-93.32369,"[[36938, 191487, 246336, 249103, 253370, 246335]]","[['2017/02/27', '2018/03/13', '2018/05/02', '2018/06/22', '2018/08/17', '2019/03/29']]","[['Routine', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine']]","[[84, 82, 92, 88, 100, 98]]"
624,TOWN HALL LANES,5019 34TH AVE S,44.9119,-93.22245,"[[37021, 229348, 229347, 277487, 335304]]","[['2017/10/11', '2017/12/07', '2018/10/26', '2019/10/24', '2019/12/18']]","[['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']]","[[94, 100, 100, 86, 94]]"
