,inspect_name,address,zipcode,neighborhood,latitude,longitude,inspectionidnumber,dateofinspection,inspectiontype,inspectionscore,updated
179,LA MICHOACANA PUREPECHA,920 LAKE ST E #104,55407,Midtown Phillips,44.94931,-93.26076,"[334184, 339722]","['2019/12/23', '2020/01/08']","['Routine', 'Follow-Up']","[84, 96]","Sun, Mar 15, 2020 at 04:27 PM"
180,LAB THEATER,700 1ST ST N,55401,North Loop,44.9896,-93.27433,"[21443, 201147]","['2017/06/05', '2019/06/26']","['Routine', 'Routine']","[96, 96]","Sun, Mar 15, 2020 at 04:27 PM"
181,LAKE & IRVING RESTAURANT & BAR,1513 LAKE ST W,55408,ECCO,44.94813,-93.30156,"[27490, 190091, 190090, 245407, 245406, 305008]","['2017/02/08', '2017/03/22', '2018/02/26', '2018/04/20', '2019/03/19', '2019/05/22']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[88, 96, 80, 96, 90, 98]","Sun, Mar 15, 2020 at 04:27 PM"
182,LAKE STREET DAIRY QUEEN,4400 LAKE ST E,55406,Cooper,44.94858,-93.20981,"[27676, 208323, 260783]","['2017/07/27', '2018/08/02', '2019/08/15']","['Routine', 'Routine', 'Routine']","[96, 98, 98]","Sun, Mar 15, 2020 at 04:27 PM"
183,LAUNE BREAD,1401 MARSHALL ST NE,55413,Sheridan,45.00177,-93.27055,[315740],['2019/09/25'],['Routine'],[98],"Sun, Mar 15, 2020 at 04:27 PM"
184,LE MERIDIEN CHAMBERS MINNEAPOLIS,901 HENNEPIN AVE,55403,Downtown West,44.97606,-93.27687,"[27948, 223063, 267785, 272288, 267784]","['2017/08/24', '2018/08/14', '2018/09/17', '2018/10/31', '2019/08/21']","['Routine', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']","[100, 94, 94, 100, 98]","Sun, Mar 15, 2020 at 04:27 PM"
185,LOEWS HOTEL - 5TH FLR KITCHEN,601 1ST AVE N,55403,Downtown West,44.97879,-93.27485,"[40291, 190121, 237048, 237047, 286495, 286494]","['2017/02/02', '2018/01/02', '2018/04/17', '2018/12/26', '2019/01/18', '2019/12/20']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[96, 96, 100, 84, 94, 100]","Sun, Mar 15, 2020 at 04:27 PM"
186,LOEWS MINNEAPOLIS HOTEL,601 1ST AVE N,55403,Downtown West,44.97879,-93.27485,"[40300, 190768, 193217, 190767, 237045, 237044, 286480, 286479, 339726]","['2017/02/02', '2017/03/17', '2017/04/24', '2018/01/02', '2018/04/17', '2018/12/26', '2019/01/18', '2019/12/20', '2020/01/22']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[84, 94, 100, 92, 100, 90, 100, 78, 100]","Sun, Mar 15, 2020 at 04:27 PM"
187,LONGFELLOW MARKET,3815 LAKE ST E,55406,Cooper,44.94808,-93.21698,"[40360, 231410, 279883]","['2017/10/25', '2018/11/19', '2019/11/19']","['Routine', 'Routine', 'Routine']","[92, 96, 98]","Sun, Mar 15, 2020 at 04:27 PM"
188,LOS OCAMPO EXPRESS,40 7TH ST S #203,55402,Downtown West,44.978,-93.273,"[254519, 272553]","['2018/09/24', '2019/09/26']","['Routine', 'Routine']","[98, 98]","Sun, Mar 15, 2020 at 04:27 PM"
189,LOWRY GROCERY DELI,628 LOWRY AVE N,55411,McKinley,45.01331,-93.28772,[236816],['2019/01/17'],['Routine'],[96],"Sun, Mar 15, 2020 at 04:27 PM"
190,LUCY BAR & RESTAURANT LIMITED LIABILITY COMPANY,3915 HIAWATHA AVE,55406,Howe,44.93168,-93.22639,"[228096, 275486, 275485, 332891]","['2018/10/11', '2018/12/07', '2019/10/11', '2019/12/06']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[82, 96, 80, 98]","Sun, Mar 15, 2020 at 04:27 PM"
191,LUMBER EXCHANGE EVENT CENTER,10 5TH ST S #300,55401,Downtown West,44.97969,-93.27171,"[276931, 281027, 338734]","['2018/12/05', '2019/12/06', '2020/01/14']","['Routine', 'Routine', 'Follow-Up']","[96, 90, 98]","Sun, Mar 15, 2020 at 04:27 PM"
192,LUNDS,25 UNIVERSITY AVE SE,55414,Nicollet Island - East Bank,44.98758,-93.25499,"[47768, 232528, 279755, 279754]","['2017/11/01', '2018/11/15', '2019/01/04', '2019/11/15']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[96, 92, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
193,LUNDS HENNEPIN,1201 HENNEPIN AVE,55403,Loring Park,44.97439,-93.28037,"[47867, 227843, 227842, 262830, 262829]","['2017/09/26', '2017/11/06', '2018/08/03', '2018/09/06', '2019/08/01']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[96, 100, 86, 100, 98]","Sun, Mar 15, 2020 at 04:27 PM"
194,LUTHERAN SOCIAL SERVICES,2400 PARK AVE #A,55404,Phillips West,44.95847,-93.2658,"[47901, 195095, 245602]","['2017/04/03', '2018/03/07', '2019/03/14']","['Routine', 'Routine', 'Routine']","[100, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
195,M & M COFFEE,912 24TH ST E #M 110,55404,Ventura Village,44.95968,-93.26037,"[316330, 324695, 329261]","['2019/08/15', '2019/09/06', '2019/10/09']","['Routine', 'Follow-Up', 'Follow-Up']","[70, 74, 94]","Sun, Mar 15, 2020 at 04:27 PM"
196,MADINA COFFEE,2833 13TH AVE S #A136,55407,Midtown Phillips,44.95078,-93.25592,"[48201, 232055, 278660]","['2017/10/20', '2018/10/31', '2019/10/18']","['Routine', 'Routine', 'Routine']","[96, 100, 98]","Sun, Mar 15, 2020 at 04:27 PM"
197,MAINSTREET LODGE,909 MAIN ST NE,55413,St. Anthony West,44.99749,-93.2655,"[48286, 191217, 245583]","['2017/02/24', '2018/03/07', '2019/03/18']","['Routine', 'Routine', 'Routine']","[100, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
198,MAMA SAFIA KITCHEN,2700 LAKE ST E,55406,Longfellow,44.94869,-93.23271,"[280899, 297649, 308076, 297648, 354045]","['2019/02/05', '2019/04/11', '2019/06/14', '2020/02/05', '2020/02/18']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']","[86, 92, 100, 84, 100]","Sun, Mar 15, 2020 at 04:27 PM"
199,MARCHE LLC,2900 LYNDALE AVE S,55408,Lowry Hill East,44.94958,-93.28901,"[55184, 228305, 217480, 271647]","['2017/08/16', '2017/10/05', '2018/09/11', '2019/09/11']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[92, 100, 100, 98]","Sun, Mar 15, 2020 at 04:27 PM"
200,MARISSA'S SUPERMARKET,2750 NICOLLET AVE,55408,Whittier,44.95218,-93.27834,"[55453, 193048, 245887, 245886, 303207]","['2017/03/08', '2018/03/07', '2018/05/02', '2019/03/07', '2019/04/23']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[100, 96, 100, 90, 98]","Sun, Mar 15, 2020 at 04:27 PM"
201,MARKET PLACE,1300 NICOLLET MALL,55403,Loring Park,44.97086,-93.27826,"[10053, 202127, 253152]","['2017/06/20', '2018/06/21', '2019/06/20']","['Routine', 'Routine', 'Routine']","[100, 96, 100]","Sun, Mar 15, 2020 at 04:27 PM"
202,MARUSO,715 HENNEPIN AVE,55403,Lowry Hill,44.96612,-93.2892,"[124304, 124518, 241619, 295093, 295092]","['2017/01/12', '2018/01/10', '2019/02/03', '2019/04/23', '2020/02/05']","['Follow-Up', 'Routine', 'Routine', 'Follow-Up', 'Routine']","[100, 96, 94, 100, 92]","Sun, Mar 15, 2020 at 04:27 PM"
203,MEDUSA NIGHT CLUB & LOUNGE,400 1ST AVE N,55401,Nicollet Island - East Bank,44.98929,-93.25498,[302854],['2019/05/24'],['Routine'],[96],"Sun, Mar 15, 2020 at 04:27 PM"
204,MERCADO CENTRAL,1515 LAKE ST E,55407,Powderhorn Park,44.94793,-93.25289,"[13788, 201150, 252399, 313356]","['2017/05/30', '2018/05/17', '2019/05/23', '2019/07/15']","['Routine', 'Routine', 'Routine', 'Follow-Up']","[100, 100, 78, 100]","Sun, Mar 15, 2020 at 04:27 PM"
205,METRO MEALS ON WHEELS,3025 4TH AVE S,55408,Central,44.94751,-93.26993,"[203692, 228657, 228656, 274429, 274428]","['2017/10/10', '2017/11/09', '2018/10/04', '2018/11/06', '2019/10/02']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[96, 100, 90, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
206,MIDTOWN BIKE CENTER,2834 10TH AVE S,55407,Midtown Phillips,44.95048,-93.26081,"[14162, 199921]","['2017/05/23', '2018/11/02']","['Routine', 'Routine']","[98, 100]","Sun, Mar 15, 2020 at 04:27 PM"
207,MILANO COFFEE AND WIRELESS,1810 RIVERSIDE AVE,55454,Cedar Riverside,44.97022,-93.2467,[315195],['2019/12/04'],['Routine'],[92],"Sun, Mar 15, 2020 at 04:27 PM"
208,MILL CITY MUSEUM,704 2ND ST S,55401,Downtown East,44.97899,-93.25686,"[14337, 228724, 274438]","['2017/09/27', '2018/09/26', '2019/09/26']","['Routine', 'Routine', 'Routine']","[100, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
209,MINIKAHDA CLUB,3205 EXCELSIOR BLVD,55416,West Calhoun,44.94357,-93.32717,"[14460, 227613, 217827, 266480, 274222, 266479]","['2017/08/08', '2017/10/05', '2018/08/15', '2018/09/25', '2018/11/14', '2019/09/02']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine']","[82, 100, 72, 88, 100, 92]","Sun, Mar 15, 2020 at 04:27 PM"
210,MINNEAPOLIS CLUB,729 2ND AVE S,55402,Downtown West,44.97489,-93.26962,"[124340, 235425, 285817]","['2017/12/18', '2018/12/17', '2019/12/16']","['Routine', 'Routine', 'Routine']","[100, 96, 94]","Sun, Mar 15, 2020 at 04:27 PM"
211,MINNEAPOLIS MARRIOTT CITY CENTER,30 7TH ST S,55402,Downtown West,44.97761,-93.27306,"[246840, 251509, 254739, 251508]","['2018/05/25', '2018/07/16', '2018/09/05', '2019/05/23']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine']","[86, 84, 92, 92]","Sun, Mar 15, 2020 at 04:27 PM"
212,MINNEHAHA UNITED METHODIST CHURCH,3701 50TH ST E,55417,Minnehaha,44.91221,-93.21865,"[21697, 215313, 270015]","['2017/08/10', '2018/09/04', '2019/08/16']","['Routine', 'Routine', 'Routine']","[96, 94, 100]","Sun, Mar 15, 2020 at 04:27 PM"
213,MINNESOTA SPORTS FACILITIES AUTHORITY,401 CHICAGO AVE,55415,Downtown East,44.97347,-93.25761,"[189582, 276614, 276618, 276619]","['2017/09/11', '2017/11/19', '2018/10/14', '2019/10/24']","['Routine', 'Routine', 'Routine', 'Routine']","[100, 100, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
214,MIXED BLOOD THEATRE COMPANY,1501 4TH ST S,55454,Cedar Riverside,44.97077,-93.24937,"[279759, 290919]","['2019/01/18', '2020/01/10']","['Routine', 'Routine']","[100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
215,MNBBQCO,816 LOWRY AVE NE,55418,Holland,45.01302,-93.25015,"[309682, 356213]","['2020/02/13', '2020/02/28']","['Routine', 'Follow-Up']","[90, 98]","Sun, Mar 15, 2020 at 04:27 PM"
216,MONARCH MINNEAPOLIS,322 1ST AVE N,55401,Downtown West,44.98176,-93.27239,"[193417, 201476, 253095]","['2017/06/14', '2018/06/20', '2019/06/26']","['Routine', 'Routine', 'Routine']","[98, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
217,MOXY MINNEAPOLIS UPTOWN,1121 LAKE ST W,55408,South Uptown,44.94819,-93.2941,"[236603, 248137, 252090, 254736, 248136]","['2018/04/11', '2018/06/01', '2018/07/10', '2018/09/07', '2019/04/23']","['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine']","[78, 90, 94, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
218,MUSE EVENT CENTER,107 3RD AVE N,55401,North Loop,44.98573,-93.2704,"[34991, 204428, 255461, 255460]","['2017/07/14', '2018/07/18', '2018/09/07', '2019/07/24']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[96, 96, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
219,MY BURGER,3100 EXCELSIOR BLVD,55416,West Calhoun,44.94503,-93.32364,"[35031, 226999, 226998, 272236]","['2017/09/25', '2017/11/02', '2018/09/18', '2019/09/18']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[96, 100, 94, 100]","Sun, Mar 15, 2020 at 04:27 PM"
220,NAWABI HYDERABAD HOUSE,250 2ND AVE S #240,55401,Downtown West,44.98025,-93.26627,"[276467, 285826, 290984]","['2018/12/18', '2019/01/08', '2019/02/25']","['Routine', 'Follow-Up', 'Follow-Up']","[88, 92, 100]","Sun, Mar 15, 2020 at 04:27 PM"
221,NEVERIA LA MICHOACANA,417 LAKE ST E,55408,Central,44.94779,-93.26942,"[251128, 252600, 252599, 313724]","['2018/06/12', '2018/07/09', '2019/06/12', '2019/08/06']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[88, 96, 84, 96]","Sun, Mar 15, 2020 at 04:27 PM"
222,NEW-MART,331 2ND AVE S #200,55401,Downtown West,44.97862,-93.26647,"[48357, 200718]","['2017/06/05', '2018/11/30']","['Routine', 'Routine']","[98, 100]","Sun, Mar 15, 2020 at 04:27 PM"
223,NICOLLET ISLAND INN,95 MERRIAM ST,55401,Nicollet Island - East Bank,44.98597,-93.26082,"[124064, 48508, 229363, 235477, 243182, 247867, 229362, 276850, 276849, 335053, 338566]","['2017/02/01', '2017/10/02', '2017/12/05', '2018/02/19', '2018/04/13', '2018/06/01', '2018/10/17', '2018/12/06', '2019/10/17', '2019/12/05', '2020/01/14']","['Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up']","[100, 76, 88, 90, 92, 96, 88, 98, 82, 86, 92]","Sun, Mar 15, 2020 at 04:27 PM"
224,NILE RIVER CAFE,2833 13TH AVE S #134,55407,Midtown Phillips,44.95078,-93.25592,"[48587, 219085, 270732]","['2017/08/19', '2018/09/06', '2019/09/03']","['Routine', 'Routine', 'Routine']","[100, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
225,NOKOMIS SQUARE COOPERATIVE,5015 35TH AVE S,55417,Minnehaha,44.91168,-93.22093,"[41401, 203337, 203336, 255514]","['2017/07/05', '2017/09/05', '2018/07/19', '2019/06/24']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[90, 100, 96, 100]","Sun, Mar 15, 2020 at 04:27 PM"
226,NORTH CENTRAL UNIVERSITY,910 ELLIOT AVE,55404,Elliot Park,44.96935,-93.26149,"[48841, 191092, 245924]","['2017/02/22', '2018/02/28', '2019/03/05']","['Routine', 'Routine', 'Routine']","[92, 100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
227,NORTH SIDE GRILL AND BBQ,2118 WEST BROADWAY,55411,Jordan,45.0038,-93.30754,"[266416, 277250, 277249, 335155, 338384]","['2018/10/25', '2018/11/27', '2019/10/23', '2019/12/05', '2020/01/16']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up']","[96, 100, 84, 86, 86]","Sun, Mar 15, 2020 at 04:27 PM"
228,NORTHEAST BP,2636 UNIVERSITY AVE NE,55418,Marshall Terrace,45.01644,-93.26359,"[43766, 242976, 242975]","['2018/02/09', '2018/03/09', '2020/02/14']","['Routine', 'Follow-Up', 'Routine']","[86, 100, 96]","Sun, Mar 15, 2020 at 04:27 PM"
229,NORWAY HOUSE,913 FRANKLIN AVE E,55404,Ventura Village,44.96243,-93.26026,"[276703, 285136]","['2018/12/18', '2019/12/18']","['Routine', 'Routine']","[100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
230,OAK GROVE CARE CENTER,1822 PARK AVE,55404,Ventura Village,44.96429,-93.26559,"[56505, 196709, 247856]","['2017/04/18', '2018/04/11', '2019/04/08']","['Routine', 'Routine', 'Routine']","[100, 98, 100]","Sun, Mar 15, 2020 at 04:27 PM"
231,ORCHESTRA HALL,1111 NICOLLET MALL,55403,Downtown West,44.97226,-93.27562,"[63315, 246673]","['2018/03/15', '2019/09/19']","['Routine', 'Routine']","[100, 100]","Sun, Mar 15, 2020 at 04:27 PM"
232,ORPHEUM THEATRE,910 HENNEPIN AVE,55403,Downtown West,44.97672,-93.27792,"[63412, 235470]","['2017/12/01', '2019/05/29']","['Routine', 'Routine']","[96, 90]","Sun, Mar 15, 2020 at 04:27 PM"
233,OUR LADY OF PEACE SCHOOL,5435 11TH AVE S,55417,Hale,44.90434,-93.25824,"[14553, 193371, 227075, 246680, 272075, 305068]","['2017/03/23', '2017/09/26', '2018/03/14', '2018/09/11', '2019/03/25', '2019/09/26']","['Routine', 'Routine', 'Routine', 'Routine', 'Routine', 'Routine']","[100, 100, 100, 100, 98, 100]","Sun, Mar 15, 2020 at 04:27 PM"
234,P. S. MEAT AND GAME,510 GROVELAND AVE,55403,Loring Park,44.96739,-93.28712,[286885],['2019/03/12'],['Routine'],[94],"Sun, Mar 15, 2020 at 04:27 PM"
235,PANADERIA EL SABOR ECUATORIANO,339 LAKE ST E,55408,Central,44.94812,-93.2712,"[14811, 197175, 251306]","['2017/04/28', '2018/05/23', '2019/05/10']","['Routine', 'Routine', 'Routine']","[96, 96, 100]","Sun, Mar 15, 2020 at 04:27 PM"
236,PANADERIA Y RESTAURANTE NATALIA,1817 LAKE ST E,55407,Powderhorn Park,44.94814,-93.24773,"[330882, 339031, 340256]","['2019/11/21', '2020/01/03', '2020/01/28']","['Routine', 'Follow-Up', 'Follow-Up']","[74, 88, 94]","Sun, Mar 15, 2020 at 04:27 PM"
237,PANERA BREAD,810 27TH ST E,55407,Midtown Phillips,44.95458,-93.26133,"[243848, 251281]","['2018/05/23', '2019/05/10']","['Routine', 'Routine']","[96, 100]","Sun, Mar 15, 2020 at 04:27 PM"
238,PANTAGES THEATRE,710 HENNEPIN AVE #TRACT TRAC,55403,Downtown West,44.97801,-93.27548,"[14979, 196901]","['2017/04/26', '2018/11/06']","['Routine', 'Routine']","[96, 92]","Sun, Mar 15, 2020 at 04:27 PM"
